Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
gy65868,oregon,f,bachelor,20600.23958,1970-01-01 00:00:00.000064541,1970-01-01 00:00:00.000000086,0,personal auto,four-door car,1970-01-01 00:00:00.000000256,california,m
ng15645,oregon,f,master,2858.087414,1970-01-01 00:00:00.000027382,1970-01-01 00:00:00.000000071,0,personal auto,four-door car,1970-01-01 00:00:00.000000134,california,f
hh69970,oregon,f,bachelor,6282.082435,1970-01-01 00:00:00.000032311,1970-01-01 00:00:00.000000079,0,corporate auto,four-door car,1970-01-01 00:00:00.000000207,california,f
yj57293,oregon,f,college,2776.842204,1970-01-01 00:00:00.000023830,1970-01-01 00:00:00.000000076,1,corporate auto,two-door car,1970-01-01 00:00:00.000000364,california,m
bv22194,oregon,f,high school or below,14194.15441,1970-01-01 00:00:00.000088178,1970-01-01 00:00:00.000000070,0,personal auto,two-door car,1970-01-01 00:00:00.000000336,arizona,f
uh22701,oregon,f,master,9726.551005,1970-01-01 00:00:00.000072236,1970-01-01 00:00:00.000000080,0,personal auto,four-door car,1970-01-01 00:00:00.000000518,oregon,f
ia85970,oregon,f,bachelor,8099.466122,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,0,personal auto,suv,1970-01-01 00:00:00.000000438,california,f
tc18240,oregon,f,college,5020.473987,1970-01-01 00:00:00.000067890,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000174,oregon,m
ge58317,oregon,f,college,4834.710493,1970-01-01 00:00:00.000038713,1970-01-01 00:00:00.000000066,4,personal auto,four-door car,1970-01-01 00:00:00.000000316,arizona,f
gw42895,oregon,f,bachelor,17625.53763,1970-01-01 00:00:00.000077803,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000217,oregon,f
fh77504,oregon,f,bachelor,11009.13049,1970-01-01 00:00:00.000051643,1970-01-01 00:00:00.000000170,0,personal auto,luxury car,1970-01-01 00:00:00.000000966,california,f
xk87182,oregon,f,college,4502.207001,1970-01-01 00:00:00.000046402,1970-01-01 00:00:00.000000113,0,personal auto,four-door car,1970-01-01 00:00:00.000000476,oregon,f
hb17438,oregon,f,bachelor,10570.7888,1970-01-01 00:00:00.000092044,1970-01-01 00:00:00.000000132,0,personal auto,suv,1970-01-01 00:00:00.000000617,washington,m
dh18269,oregon,f,college,10614.64457,1970-01-01 00:00:00.000016040,1970-01-01 00:00:00.000000096,0,personal auto,two-door car,1970-01-01 00:00:00.000000611,arizona,m
dp19820,oregon,f,college,11436.42994,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000135,4,personal auto,suv,1970-01-01 00:00:00.000000966,oregon,m
ik64989,oregon,f,bachelor,4458.113369,1970-01-01 00:00:00.000017622,1970-01-01 00:00:00.000000065,1,personal auto,four-door car,1970-01-01 00:00:00.000000312,washington,m
mp85571,oregon,f,bachelor,5558.31428,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000170,4,personal auto,suv,1970-01-01 00:00:00.000000966,arizona,f
vo29645,oregon,f,high school or below,5169.49937,1970-01-01 00:00:00.000012430,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000350,oregon,m
gp83239,oregon,f,college,7840.165778,1970-01-01 00:00:00.000058414,1970-01-01 00:00:00.000000170,2,personal auto,luxury suv,1970-01-01 00:00:00.000000966,california,m
gq21970,oregon,f,bachelor,24108.30057,1970-01-01 00:00:00.000017257,1970-01-01 00:00:00.000000070,0,personal auto,four-door car,1970-01-01 00:00:00.000000551,nevada,f
hp40365,oregon,f,college,5638.046345,1970-01-01 00:00:00.000070492,1970-01-01 00:00:00.000000070,0,personal auto,two-door car,1970-01-01 00:00:00.000000328,oregon,f
ux87150,oregon,f,college,7680.147853,1970-01-01 00:00:00.000068229,1970-01-01 00:00:00.000000096,0,corporate auto,four-door car,1970-01-01 00:00:00.000000460,california,m
oz30867,oregon,f,high school or below,8409.067687,1970-01-01 00:00:00.000033397,1970-01-01 00:00:00.000000106,0,personal auto,suv,1970-01-01 00:00:00.000000508,oregon,f
lc60153,oregon,f,bachelor,12341.83389,1970-01-01 00:00:00.000072503,1970-01-01 00:00:00.000000106,0,personal auto,suv,1970-01-01 00:00:00.000000295,california,m
ox87524,oregon,f,master,2611.128028,1970-01-01 00:00:00.000090349,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000435,california,f
zy78741,oregon,f,high school or below,6081.481291,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000087,0,corporate auto,four-door car,1970-01-01 00:00:00.000000626,california,m
db79306,oregon,f,college,4416.345862,1970-01-01 00:00:00.000025480,1970-01-01 00:00:00.000000117,3,personal auto,suv,1970-01-01 00:00:00.000000486,california,m
em77767,oregon,f,college,10932.21496,1970-01-01 00:00:00.000072462,1970-01-01 00:00:00.000000068,0,personal auto,two-door car,1970-01-01 00:00:00.000000272,oregon,f
ph78214,oregon,f,college,5427.174517,1970-01-01 00:00:00.000027677,1970-01-01 00:00:00.000000072,1,personal auto,four-door car,1970-01-01 00:00:00.000000345,oregon,f
ly17996,oregon,f,high school or below,6190.316839,1970-01-01 00:00:00.000025743,1970-01-01 00:00:00.000000079,0,personal auto,two-door car,1970-01-01 00:00:00.000000596,california,m
xv76553,oregon,f,high school or below,4523.752381,1970-01-01 00:00:00.000074935,1970-01-01 00:00:00.000000112,0,corporate auto,suv,1970-01-01 00:00:00.000000192,oregon,m
sd38003,oregon,f,bachelor,2482.38724,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000071,0,personal auto,four-door car,1970-01-01 00:00:00.000000511,california,m
qc30094,oregon,f,high school or below,6903.946532,1970-01-01 00:00:00.000015921,1970-01-01 00:00:00.000000092,1,corporate auto,four-door car,1970-01-01 00:00:00.000000571,oregon,f
kh92987,oregon,f,high school or below,21740.02913,1970-01-01 00:00:00.000030095,1970-01-01 00:00:00.000000136,0,personal auto,suv,1970-01-01 00:00:00.000000652,arizona,f
ob32671,oregon,f,high school or below,37939.48817,1970-01-01 00:00:00.000020587,1970-01-01 00:00:00.000000106,0,personal auto,suv,1970-01-01 00:00:00.000000363,oregon,f
cd26907,oregon,f,bachelor,31215.68581,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000117,0,personal auto,sports car,1970-01-01 00:00:00.000000966,california,m
yy46839,oregon,f,high school or below,8482.456771,1970-01-01 00:00:00.000029628,1970-01-01 00:00:00.000000106,0,corporate auto,two-door car,1970-01-01 00:00:00.000000763,washington,f
hy36253,oregon,f,bachelor,8490.284985,1970-01-01 00:00:00.000028677,1970-01-01 00:00:00.000000078,0,personal auto,four-door car,1970-01-01 00:00:00.000000131,california,m
ka62728,oregon,f,high school or below,8886.610685,1970-01-01 00:00:00.000087094,1970-01-01 00:00:00.000000113,1,personal auto,four-door car,1970-01-01 00:00:00.000000064,california,m
gh98275,oregon,f,college,4670.953723,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,corporate auto,four-door car,1970-01-01 00:00:00.000000181,california,f
dj87316,oregon,f,high school or below,10209.9339,1970-01-01 00:00:00.000043736,1970-01-01 00:00:00.000000128,0,personal auto,suv,1970-01-01 00:00:00.000000614,oregon,m
xc85830,oregon,f,bachelor,4118.588554,1970-01-01 00:00:00.000069379,1970-01-01 00:00:00.000000103,0,corporate auto,two-door car,1970-01-01 00:00:00.000000494,oregon,f
vk85405,oregon,f,high school or below,7409.586372,1970-01-01 00:00:00.000080415,1970-01-01 00:00:00.000000062,0,corporate auto,two-door car,1970-01-01 00:00:00.000000281,california,f
zp27971,oregon,f,high school or below,3803.79853,1970-01-01 00:00:00.000026050,1970-01-01 00:00:00.000000097,0,personal auto,four-door car,1970-01-01 00:00:00.000000465,california,m
qc95625,oregon,f,high school or below,12157.32992,1970-01-01 00:00:00.000057449,1970-01-01 00:00:00.000000103,0,personal auto,four-door car,1970-01-01 00:00:00.000000494,california,m
dn34058,oregon,f,bachelor,28119.28723,1970-01-01 00:00:00.000068211,1970-01-01 00:00:00.000000099,0,corporate auto,four-door car,1970-01-01 00:00:00.000000475,washington,f
vs80344,oregon,f,bachelor,8219.358756,1970-01-01 00:00:00.000028445,1970-01-01 00:00:00.000000103,0,special auto,two-door car,1970-01-01 00:00:00.000000427,arizona,f
sj24275,oregon,f,college,4803.24007,1970-01-01 00:00:00.000037313,1970-01-01 00:00:00.000000062,0,personal auto,four-door car,1970-01-01 00:00:00.000000246,nevada,f
yb58105,oregon,f,high school or below,10865.86075,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000110,1,corporate auto,four-door car,1970-01-01 00:00:00.000000966,california,m
bp35803,oregon,f,college,3425.73115,1970-01-01 00:00:00.000029194,1970-01-01 00:00:00.000000089,0,personal auto,four-door car,1970-01-01 00:00:00.000000424,california,f
cl73599,oregon,f,bachelor,8609.158215,1970-01-01 00:00:00.000079090,1970-01-01 00:00:00.000000107,0,personal auto,suv,1970-01-01 00:00:00.000000289,arizona,f
zr22245,oregon,f,college,4605.036646,1970-01-01 00:00:00.000022571,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000302,washington,f
jj57298,oregon,f,college,18634.72656,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000139,0,corporate auto,suv,1970-01-01 00:00:00.000000966,oregon,m
ff53048,oregon,f,master,3465.52691,1970-01-01 00:00:00.000048744,1970-01-01 00:00:00.000000086,0,personal auto,two-door car,1970-01-01 00:00:00.000000412,arizona,f
hd83496,oregon,f,bachelor,2478.180205,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000071,0,corporate auto,four-door car,1970-01-01 00:00:00.000000511,arizona,m
dd94148,oregon,f,college,5792.439588,1970-01-01 00:00:00.000029530,1970-01-01 00:00:00.000000074,0,personal auto,two-door car,1970-01-01 00:00:00.000000222,california,m
fm52759,oregon,f,bachelor,5548.031892,1970-01-01 00:00:00.000067798,1970-01-01 00:00:00.000000069,0,personal auto,four-door car,1970-01-01 00:00:00.000000331,nevada,m
oi39918,oregon,f,bachelor,3443.301126,1970-01-01 00:00:00.000016208,1970-01-01 00:00:00.000000093,0,personal auto,two-door car,1970-01-01 00:00:00.000000446,california,m
pc72443,oregon,f,college,4529.072491,1970-01-01 00:00:00.000094757,1970-01-01 00:00:00.000000112,0,personal auto,four-door car,1970-01-01 00:00:00.000000005,oregon,f
oq15169,oregon,f,high school or below,5597.12496,1970-01-01 00:00:00.000037995,1970-01-01 00:00:00.000000139,0,corporate auto,suv,1970-01-01 00:00:00.000000667,washington,f
zo89996,oregon,f,college,2616.613903,1970-01-01 00:00:00.000072302,1970-01-01 00:00:00.000000066,0,personal auto,two-door car,1970-01-01 00:00:00.000000316,oregon,m
op70207,oregon,f,college,10506.88413,1970-01-01 00:00:00.000037934,1970-01-01 00:00:00.000000137,1,personal auto,sports car,1970-01-01 00:00:00.000000385,oregon,m
id39569,oregon,f,high school or below,10758.65568,1970-01-01 00:00:00.000019382,1970-01-01 00:00:00.000000094,0,personal auto,four-door car,1970-01-01 00:00:00.000000676,washington,m
rj80405,oregon,f,bachelor,5498.661301,1970-01-01 00:00:00.000033191,1970-01-01 00:00:00.000000070,0,personal auto,four-door car,1970-01-01 00:00:00.000000443,arizona,m
nt21324,oregon,f,college,2791.880258,1970-01-01 00:00:00.000072389,1970-01-01 00:00:00.000000070,0,personal auto,four-door car,1970-01-01 00:00:00.000000206,arizona,m
iy98928,oregon,f,master,5176.157299,1970-01-01 00:00:00.000091475,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000073,arizona,f
xj81725,oregon,f,college,8166.878898,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000111,0,personal auto,four-door car,1970-01-01 00:00:00.000000799,california,m
fe62142,oregon,f,bachelor,4267.076892,1970-01-01 00:00:00.000043682,1970-01-01 00:00:00.000000107,0,corporate auto,suv,1970-01-01 00:00:00.000000148,oregon,f
zh55575,oregon,f,bachelor,5217.513287,1970-01-01 00:00:00.000039854,1970-01-01 00:00:00.000000066,0,corporate auto,two-door car,1970-01-01 00:00:00.000000261,california,f
wi86229,oregon,f,master,7807.216137,1970-01-01 00:00:00.000052162,1970-01-01 00:00:00.000000099,0,personal auto,two-door car,1970-01-01 00:00:00.000000251,oregon,m
qr42111,oregon,f,high school or below,5058.927182,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000134,0,special auto,suv,1970-01-01 00:00:00.000000643,arizona,f
dn71979,oregon,f,college,7772.579276,1970-01-01 00:00:00.000074755,1970-01-01 00:00:00.000000170,0,personal auto,luxury car,1970-01-01 00:00:00.000000966,arizona,m
ic22580,oregon,f,college,11533.96706,1970-01-01 00:00:00.000085339,1970-01-01 00:00:00.000000095,0,personal auto,four-door car,1970-01-01 00:00:00.000000392,california,m
mx93069,oregon,f,doctor,5073.282126,1970-01-01 00:00:00.000057709,1970-01-01 00:00:00.000000125,0,personal auto,suv,1970-01-01 00:00:00.000000600,oregon,m
tg37225,oregon,f,college,4636.54647,1970-01-01 00:00:00.000026802,1970-01-01 00:00:00.000000066,1,personal auto,two-door car,1970-01-01 00:00:00.000000316,california,m
gy69750,oregon,f,master,5296.838482,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000152,oregon,m
kx99703,oregon,f,college,6273.911874,1970-01-01 00:00:00.000018577,1970-01-01 00:00:00.000000086,0,personal auto,four-door car,1970-01-01 00:00:00.000000412,oregon,f
aa35519,oregon,f,college,8002.308333,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000107,0,personal auto,suv,1970-01-01 00:00:00.000000513,arizona,f
fe99816,oregon,f,bachelor,15563.36944,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000170,5,personal auto,luxury car,1970-01-01 00:00:00.000000966,nevada,f
yp92773,oregon,f,bachelor,4723.821588,1970-01-01 00:00:00.000021546,1970-01-01 00:00:00.000000119,1,corporate auto,two-door car,1970-01-01 00:00:00.000000625,washington,f
cf26052,oregon,f,bachelor,8436.350708,1970-01-01 00:00:00.000049182,1970-01-01 00:00:00.000000070,0,personal auto,two-door car,1970-01-01 00:00:00.000000165,arizona,f
pr37714,oregon,f,bachelor,7153.208425,1970-01-01 00:00:00.000032238,1970-01-01 00:00:00.000000091,0,personal auto,four-door car,1970-01-01 00:00:00.000000439,california,f
ce92675,oregon,f,college,6990.691643,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,0,personal auto,four-door car,1970-01-01 00:00:00.000000326,california,f
bk47926,oregon,f,high school or below,6375.079233,1970-01-01 00:00:00.000098118,1970-01-01 00:00:00.000000083,3,personal auto,four-door car,1970-01-01 00:00:00.000000398,california,m
by62906,oregon,f,high school or below,27990.35769,1970-01-01 00:00:00.000022971,1970-01-01 00:00:00.000000101,0,personal auto,suv,1970-01-01 00:00:00.000000562,arizona,m
uy95661,oregon,f,master,4971.727892,1970-01-01 00:00:00.000049161,1970-01-01 00:00:00.000000063,2,personal auto,two-door car,1970-01-01 00:00:00.000000171,california,m
os84395,oregon,f,bachelor,7611.949286,1970-01-01 00:00:00.000090252,1970-01-01 00:00:00.000000095,0,corporate auto,four-door car,1970-01-01 00:00:00.000000122,nevada,m
js53793,oregon,f,doctor,2422.194555,1970-01-01 00:00:00.000025036,1970-01-01 00:00:00.000000061,1,corporate auto,four-door car,1970-01-01 00:00:00.000000292,arizona,f
bv25135,oregon,f,bachelor,4647.423581,1970-01-01 00:00:00.000028314,1970-01-01 00:00:00.000000121,0,personal auto,suv,1970-01-01 00:00:00.000000580,california,m
af17671,oregon,f,bachelor,7765.228166,1970-01-01 00:00:00.000056337,1970-01-01 00:00:00.000000097,0,personal auto,four-door car,1970-01-01 00:00:00.000000465,washington,f
ay30324,oregon,f,bachelor,6189.443994,1970-01-01 00:00:00.000099074,1970-01-01 00:00:00.000000077,1,special auto,two-door car,1970-01-01 00:00:00.000000208,oregon,f
xe17270,oregon,f,high school or below,3520.696547,1970-01-01 00:00:00.000031708,1970-01-01 00:00:00.000000094,1,personal auto,two-door car,1970-01-01 00:00:00.000000451,california,m
ls46182,oregon,f,bachelor,2678.457672,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000083,1,personal auto,four-door car,1970-01-01 00:00:00.000000398,nevada,m
lh33181,oregon,f,bachelor,6274.564531,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,1,personal auto,four-door car,1970-01-01 00:00:00.000000431,arizona,m
at84725,oregon,f,college,4650.063763,1970-01-01 00:00:00.000028215,1970-01-01 00:00:00.000000065,0,personal auto,two-door car,1970-01-01 00:00:00.000000468,washington,m
tp33286,oregon,f,high school or below,12010.93726,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000119,0,corporate auto,four-door car,1970-01-01 00:00:00.000000856,washington,m
yb79192,oregon,f,bachelor,10193.77423,1970-01-01 00:00:00.000021119,1970-01-01 00:00:00.000000128,0,personal auto,suv,1970-01-01 00:00:00.000000614,california,f
sc43870,oregon,f,bachelor,15862.17507,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000066,0,corporate auto,four-door car,1970-01-01 00:00:00.000000475,california,m
oo72857,oregon,f,bachelor,17254.03699,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,1,personal auto,four-door car,1970-01-01 00:00:00.000000331,oregon,m
mo38559,oregon,f,doctor,5294.230247,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000070,0,personal auto,four-door car,1970-01-01 00:00:00.000000020,arizona,f
rl65736,oregon,f,high school or below,6274.447705,1970-01-01 00:00:00.000013662,1970-01-01 00:00:00.000000085,0,personal auto,four-door car,1970-01-01 00:00:00.000000408,oregon,f
id30085,oregon,f,high school or below,8007.399376,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,0,personal auto,sports car,1970-01-01 00:00:00.000000537,arizona,f
co68055,oregon,f,bachelor,30966.31981,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000109,0,personal auto,suv,1970-01-01 00:00:00.000000691,oregon,m
nx37589,oregon,f,bachelor,2666.976685,1970-01-01 00:00:00.000079251,1970-01-01 00:00:00.000000067,1,personal auto,four-door car,1970-01-01 00:00:00.000000321,washington,f
bx88206,oregon,f,high school or below,18572.01022,1970-01-01 00:00:00.000051294,1970-01-01 00:00:00.000000116,0,corporate auto,suv,1970-01-01 00:00:00.000000113,nevada,f
aa30683,oregon,f,bachelor,6595.101921,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000105,2,personal auto,four-door car,1970-01-01 00:00:00.000000847,california,m
bd13927,oregon,f,high school or below,2243.473907,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000062,0,personal auto,two-door car,1970-01-01 00:00:00.000000675,california,f
sj71233,oregon,f,college,7423.929008,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000107,0,personal auto,suv,1970-01-01 00:00:00.000000513,california,f
wk52692,oregon,f,college,4627.090729,1970-01-01 00:00:00.000029124,1970-01-01 00:00:00.000000129,4,personal auto,suv,1970-01-01 00:00:00.000000619,oregon,f
og67387,oregon,f,college,4413.255399,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000065,0,personal auto,four-door car,1970-01-01 00:00:00.000000312,california,m
